pathname,timestamp,arousal,valence,emotion_sentence,familiarity_rating,participant_id,film,composer,song_name,year,soundtrack,director,genre,ISRC,num_timestamps,timestamp_order,emotion_subsentence,split_emotion_sentence,matched_keyword_clean,emotion_group_id,file_path
/audioFolder9//film-score-emotion-survey/audioFolder9/the_hunt_theend_nikolaj_egelund_sample_1.mp3,10.2738653835518,0.657,0.181,This one felt more like a resolution (typical of end credits) so not at any extremes of emotion or energy. Quite pleasant.,never-heard-this,_19x1mwtfx,The Hunt,Nikolaj Egeland,The End,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,4,not at any extremes,extremes of emotion or energy.,pleasant,8.0,thehunttheendnikolajegelundsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_hunt_theend_nikolaj_egelund_sample_1.mp3,12.2313311311221,0.547,0.136,This one felt more like a resolution (typical of end credits) so not at any extremes of emotion or energy. Quite pleasant.,never-heard-this,_19x1mwtfx,The Hunt,Nikolaj Egeland,The End,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,5,of emotion or energy. Quite pleasant.,Quite pleasant.,pleasant,8.0,thehunttheendnikolajegelundsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_hunt_theend_nikolaj_egelund_sample_1.mp3,4.70933333333333,-0.776,0.241,soft and easy,familiar,_9j47al7db,The Hunt,Nikolaj Egeland,The End,2012,0,Thomas Vinterberg,Drama,DKI4A1202001,1,1,soft and easy,soft easy,easy,0.0,thehunttheendnikolajegelundsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_irishman__robbie_robertson__themefortheirishman_sample_1.mp3,0.0030211543510031,-0.358,-0.37,"I felt a sense of disappointment and disenchantment, which was compounded when the mournful harmonica came in at the second marker. Also a sense of grim determination from the driving rhythm and constant repeating chord.",never-heard-this,_c1j1i459h,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,1,I felt a sense of disappointment,"a sense of disapment disenchantment, which was compounded when mournful harmonica came in at",disenchantment,6.0,theirishmanrobbierobertsonthemefortheirishmansample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_irishman__robbie_robertson__themefortheirishman_sample_1.mp3,2.88318624957673,-0.198,-0.555,"I felt a sense of disappointment and disenchantment, which was compounded when the mournful harmonica came in at the second marker. Also a sense of grim determination from the driving rhythm and constant repeating chord.",never-heard-this,_c1j1i459h,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,2,"disenchantment, which was compounded when the mournful harmonica came in at the",second marker. Also a sense of grim determination from driving rhythm constant repeating chord.,mournful,4.0,theirishmanrobbierobertsonthemefortheirishmansample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_irishman__robbie_robertson__themefortheirishman_sample_2.mp3,1.832,0.293,-0.728,"The driving percussion is meant to generate excitement but does not do so for me, hence a feeling of boredom.  The second marker is where the harmonica-sounding instrument establishes itself as significant, which is not promising since the timbre of that kind of instrument is not appealing to me unless it is chosen to good effect (i.e., with more musical elements, such as polyphonic texture, harmonic complexity, and so on).",never-heard-this,_z3s0aiaib,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,1,The driving percussion is meant to generate excitement,"driving percussion is meant to generate excitement but does not do so, hence a boredom. second marker is where harmonica-sounding instrument establishes itself as significant, which is not",excitement,2.0,theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_irishman__robbie_robertson__themefortheirishman_sample_2.mp3,4.81896981112747,0.091,-0.902,"The driving percussion is meant to generate excitement but does not do so for me, hence a feeling of boredom.  The second marker is where the harmonica-sounding instrument establishes itself as significant, which is not promising since the timbre of that kind of instrument is not appealing to me unless it is chosen to good effect (i.e., with more musical elements, such as polyphonic texture, harmonic complexity, and so on).",never-heard-this,_z3s0aiaib,The Irishman,Robbie Robertson,Theme For The Irishman,2019,0,Martin Scorsese,Biography Crime Drama,QZ8BZ1900600,1,2,"does not do so for me, hence a feeling of boredom.  The","promising since timbre of that instrument is not appealing to me unless it is chosen to good effect (i.e., with more musical elements, such as polyphonic texture, harmonic complexity, so on).",significant,2.0,theirishmanrobbierobertsonthemefortheirishmansample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_irishman__sleepwalk__santo__johnny_sample_1.mp3,5.18931979695432,0.163,0.397,"recognition, which made me happy",familiar,_s40nqv0su,The Irishman,"Santo & Johnny,  Santo Farina, Ann Farina and Johnny Farina",Sleepwalk,2019,1,Martin Scorsese,Biography Crime Drama,FR9W11818769,1,1,"recognition, which made me happy","recognition, which happy",recognition,1.0,theirishmansleepwalksantojohnnysample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_kings_choice_johan_soderqvist_the_kings_choice_sample_2.mp3,0.0,0.454,-0.015,"In general, I felt a sense of unease and the feeling that we were suddenly getting into more dramatic tones. ",familiar,_r2lvjm6vr,The King's Choice,Johan Söderqvist,The King's Choice,2016,0,Erik Poppe,Biography Drama History,GBKPL1800998,1,1,In general,Unease,unease,3.0,thekingschoicejohansoderqvistthekingschoicesample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_kings_choice_johan_soderqvist_the_kings_choice_sample_2.mp3,5.90933333333333,0.309,-0.2,"In general, I felt a sense of unease and the feeling that we were suddenly getting into more dramatic tones. ",familiar,_r2lvjm6vr,The King's Choice,Johan Söderqvist,The King's Choice,2016,0,Erik Poppe,Biography Drama History,GBKPL1800998,1,2,of unease and the feeling that,Dramatic tones,dramatic,3.0,thekingschoicejohansoderqvistthekingschoicesample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_kings_choice_johan_soderqvist_the_kings_choice_sample_2.mp3,9.60199289677104,0.184,-0.44,"In general, I felt a sense of unease and the feeling that we were suddenly getting into more dramatic tones. ",familiar,_r2lvjm6vr,The King's Choice,Johan Söderqvist,The King's Choice,2016,0,Erik Poppe,Biography Drama History,GBKPL1800998,1,3,we were suddenly getting into more dramatic tones.,suddenly getting into more dramatic tones.,unease,3.0,thekingschoicejohansoderqvistthekingschoicesample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_1.mp3,3.18616666666667,0.593,-0.005,"Felt very bold until the second marker, which gives me a sense of resolution - can think of it as ""I'm about to commit some bold act"" (first maker) followed by ""that act was committed""",never-heard-this,_9w25vtbrx,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,1,Felt very bold until the,"Felt bold until second marker, which gives me a sense of resolution - can think of",old,2.0,themazepatrickdoyleharrypotterandthegobletoffiresample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_1.mp3,6.22088145955404,0.323,0.33,"Felt very bold until the second marker, which gives me a sense of resolution - can think of it as ""I'm about to commit some bold act"" (first maker) followed by ""that act was committed""",never-heard-this,_9w25vtbrx,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,2,"marker, which gives me a sense of resolution - can think of it as ""I'm about to commit some bold act"" (","it as ""I'm about to commit some bold act"" (first maker) followed by ""that act was committed""",resolution,0.0,themazepatrickdoyleharrypotterandthegobletoffiresample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_1.mp3,0.0377516778523489,0.909,0.01,Feels like the piece is oscillating between dread and excitement. Like a fight scene or riding a dragon or something.,not-sure,_aitz8t13k,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,1,Feels like the piece,Dread and excitement,dread,4.0,themazepatrickdoyleharrypotterandthegobletoffiresample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_1.mp3,1.71140939597315,0.679,-0.315,Feels like the piece is oscillating between dread and excitement. Like a fight scene or riding a dragon or something.,not-sure,_aitz8t13k,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,2,is oscillating between dread,is oscillating between dread,exciting,2.0,themazepatrickdoyleharrypotterandthegobletoffiresample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_1.mp3,3.18372483221477,0.819,0.305,Feels like the piece is oscillating between dread and excitement. Like a fight scene or riding a dragon or something.,not-sure,_aitz8t13k,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,3,and excitement. Like a,excitement. a,dread,4.0,themazepatrickdoyleharrypotterandthegobletoffiresample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_1.mp3,5.02097315436242,0.939,-0.335,Feels like the piece is oscillating between dread and excitement. Like a fight scene or riding a dragon or something.,not-sure,_aitz8t13k,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,4,fight scene or riding,fight scene or riding,exciting,2.0,themazepatrickdoyleharrypotterandthegobletoffiresample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_1.mp3,6.64429530201342,0.859,0.495,Feels like the piece is oscillating between dread and excitement. Like a fight scene or riding a dragon or something.,not-sure,_aitz8t13k,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,5,a dragon or something. ,a dragon or something.,dread,4.0,themazepatrickdoyleharrypotterandthegobletoffiresample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_2.mp3,0.24284633687384,0.619,0.335,"this is a jubilant finale, at first a bit held back, but then openly triumphant",familiar,_z1rzh278d,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,1,"this is a jubilant finale, at","this is a jubilant finale,",jubliant,8.0,themazepatrickdoyleharrypotterandthegobletoffiresample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_2.mp3,4.97270315589208,0.184,0.48,"this is a jubilant finale, at first a bit held back, but then openly triumphant",familiar,_z1rzh278d,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,2,"a bit held back,",at first a bit held,finale,8.0,themazepatrickdoyleharrypotterandthegobletoffiresample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_maze__patrickdoyle_harry_potter_and_the_goblet_of_fire_sample_2.mp3,9.39194251216883,0.829,0.77,"this is a jubilant finale, at first a bit held back, but then openly triumphant",familiar,_z1rzh278d,Harry Potter and the Goblet of Fire,Patrick Doyle,The Maze,2005,0,Mike Newell,Drama Music,USWB10504713,1,3,openly triumphant,"back, but n openly triumphant",triumphant,2.0,themazepatrickdoyleharrypotterandthegobletoffiresample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_mystery_of_inisherin_carter_burwell_the_banshees_of_inisherin_sample_1.mp3,0.0045490506329118,0.248,0.294,"Overall this piece felt high energy and relatively positive however there was an edge of wariness/sadness to it, the 4th marker represents the highest energy point",never-heard-this,_ifyndni2c,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,1,Overall this piece felt,Positive edge of wariness,positive,8.0,themysteryofinisherincarterburwellthebansheesofinisherinsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_mystery_of_inisherin_carter_burwell_the_banshees_of_inisherin_sample_1.mp3,3.97923259493671,0.648,0.079,"Overall this piece felt high energy and relatively positive however there was an edge of wariness/sadness to it, the 4th marker represents the highest energy point",never-heard-this,_ifyndni2c,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,2,high energy and relatively,Positive edge of wariness,wariness,3.0,themysteryofinisherincarterburwellthebansheesofinisherinsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_mystery_of_inisherin_carter_burwell_the_banshees_of_inisherin_sample_1.mp3,7.52353639240506,0.738,-0.036,"Overall this piece felt high energy and relatively positive however there was an edge of wariness/sadness to it, the 4th marker represents the highest energy point",never-heard-this,_ifyndni2c,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,3,positive however there was,Wariness/sadness,sadness,4.0,themysteryofinisherincarterburwellthebansheesofinisherinsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_mystery_of_inisherin_carter_burwell_the_banshees_of_inisherin_sample_1.mp3,8.72340137130801,0.858,0.104,"Overall this piece felt high energy and relatively positive however there was an edge of wariness/sadness to it, the 4th marker represents the highest energy point",never-heard-this,_ifyndni2c,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,4,an edge of wariness/sadness,highest energy,high\ energy,2.0,themysteryofinisherincarterburwellthebansheesofinisherinsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_mystery_of_inisherin_carter_burwell_the_banshees_of_inisherin_sample_1.mp3,11.1184731012658,0.483,0.094,"Overall this piece felt high energy and relatively positive however there was an edge of wariness/sadness to it, the 4th marker represents the highest energy point",never-heard-this,_ifyndni2c,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,5,Overall this piece felt high energy and relatively positive however there was an edge of wariness/sadness to it,Positive edge of wariness,positive,8.0,themysteryofinisherincarterburwellthebansheesofinisherinsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_mystery_of_inisherin_carter_burwell_the_banshees_of_inisherin_sample_1.mp3,13.9792325949367,0.733,0.154,"Overall this piece felt high energy and relatively positive however there was an edge of wariness/sadness to it, the 4th marker represents the highest energy point",never-heard-this,_ifyndni2c,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,6,marker represents the highest energy point,Positive edge of wariness,wariness,3.0,themysteryofinisherincarterburwellthebansheesofinisherinsample1mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_mystery_of_inisherin_carter_burwell_the_banshees_of_inisherin_sample_2.mp3,1.74982375454501,0.581,0.652,sounds like redemption,familiar,_hkwu0v6ct,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,1,sounds like redemption,sounds like redemption,redemption,2.0,themysteryofinisherincarterburwellthebansheesofinisherinsample2mp3.mp3
/audioFolder9//film-score-emotion-survey/audioFolder9/the_mystery_of_inisherin_carter_burwell_the_banshees_of_inisherin_sample_2.mp3,11.9540487557752,0.116,0.437,sounds like redemption,familiar,_hkwu0v6ct,The Banshees of Inisherin,Carter Burwell,The Mystery Of Inisherin,2022,0,Martin McDonagh,Comedy Drama,USHR12244820,1,2,sounds like redemption,sounds like redemption,redemption,2.0,themysteryofinisherincarterburwellthebansheesofinisherinsample2mp3.mp3
